memberID,id,type,typeId,title,organisation,startMonth,startYear,endMonth,endYear
2438,726,Public life,2,Deputy Secretary,UK Cabinet Office,,1983.0,,1987.0
2438,725,Public life,2,Deputy Director General Agriculture,European Commission,,1977.0,,1983.0
2438,723,Public life,2,UK Civil Service (MAFF), ,,1967.0,,1977.0
2438,724,Public life,2,HM Diplomatic Service, ,,1965.0,,1967.0
2438,722,Public life,2,UK Civil Service (MAFF), ,,1958.0,,1965.0
2439,4111,Public life,2,Visiting Professor,Oxford University,,2013.0,,2016.0
2439,4110,Public life,2,Visiting Professor,King's College London,,2010.0,,
2439,4104,Non political,1,President,The Supreme Court,,2009.0,,2012.0
2439,4109,Public life,2,Chancellor,Bournemouth University,,2009.0,,2018.0
2439,4105,Non political,1,Senior Law Lord,House of Lords,,2008.0,,2009.0
2439,4106,Non political,1,Lord Chief Justice,,,2005.0,,2008.0
2439,4107,Non political,1,Master of the Rolls,,,2000.0,,2005.0
2439,4108,Non political,1,Judge / CA Judge,,,1987.0,,2000.0
2444,6530,Non political,1,Hon President,Environmental Protection UK,,2016.0,,2021.0
2444,2972,Public life,2,Chairman,Road Safety Foundation,,2014.0,,2020.0
2444,6531,Public life,2,Members,Advisory Committee on Business Appointments,,2014.0,,2023.0
2444,3160,Public life,2,Chair,Chesshire Lehmann Fund,,2009.0,,2016.0
2444,699,Non political,1,Chair,Cofely (London),,2006.0,,2011.0
2444,701,Public life,2,Director,Environment Agency,,2006.0,,2012.0
2444,2971,Political,3,Vice President,Local Government Association,,2006.0,,
2444,6532,Non political,1,Chair,National Consumer Council subsequently Consumer Focus,,2006.0,,2012.0
2444,700,Public life,2,Director,OFWAT Board,,2005.0,,2006.0
2444,2134,Political,3,European Coordinator,Labour Party,,1994.0,,1997.0
2444,695,Political,3,General Secretary ,Labour Party,,1984.0,,1994.0
2444,696,Non political,1,Research Officer,GMWU,,1973.0,,1985.0
2444,697,Non political,1,Assistant Secretary,Trades Union Congress,,1970.0,,1973.0
2444,698,Non political,1,Civil Servant,Ministry of Technology,,1965.0,,1970.0
2473,1247,Non political,1,Director,British Library,,2008.0,,
2473,1245,Non political,1,Chairman,Barclays Private Bank,,1999.0,,2009.0
2473,1246,Non political,1,Director,SABMiller plc,,1999.0,,2010.0
2473,1248,Public life,2,Private Secretary to the Queen, ,,1990.0,,1999.0
2473,1249,Public life,2,Deputy Private Secretary to the Queen, ,,1986.0,,1990.0
2473,1250,Public life,2,Assistant Private Secretary to the Queen, ,,1977.0,,1986.0
2473,1244,Non political,1,Director,Allen Harvey and Ross LLP,,1965.0,,1971.0
2476,5465,Public life,2,Chairman,Cumberland Lodge,,2019.0,,
2476,2436,Public life,2,Deputy Chair,British Council,,2013.0,,
2476,5466,Public life,2,President,National Literacy Trust,,2010.0,,
2476,1200,Non political,1,Member,Iraq Inquiry,,2009.0,,2016.0
2476,2439,Public life,2,President,Royal Commonwealth Society,,2007.0,,2012.0
2476,2440,Public life,2,Trustee,Cumberland Lodge,,2006.0,,2016.0
2476,5024,Public life,2,President,UKCIS (UK Council for International Student Affairs),,2006.0,,2016.0
2476,1201,Non political,1,Inaugural Chairman,Judicial Appointments Commission ,,2005.0,,2016.0
2476,2441,Public life,2,Governor and Trustee,Ditchley Foundation,,2005.0,,
2476,5021,Public life,2,President,National Literacy Trust,,2005.0,,
2476,5023,Public life,2,Chairman,Royal Commonwealth Society,,2002.0,,2007.0
2476,1202,Non political,1,First Civil Service Commissioner,Civil Service Commission,,2000.0,,2005.0
2476,2438,Public life,2,Chair,National Literacy Trust,,2000.0,,2005.0
2476,5022,Public life,2,President,Community Foundation,,2000.0,,
2476,2437,Public life,2,Governor and Chancellor,De Montfort University,,1998.0,,2008.0
2476,1203,Non political,1,Chairman ,Parole Board of England and Wales,,1997.0,,2000.0
2476,1241,Non political,1,Non-Executive Director,"Ealing, Hammersmith and Hounslow Health Authority ",,1993.0,,1996.0
2476,1238,Public life,2,Member,Arts Council ,,1992.0,,1997.0
2476,5020,Public life,2,Deputy Chair,National Literacy Trust,,1992.0,,2000.0
2476,1236,Public life,2,Member,Royal Commission on Criminal Justice,,1991.0,,1993.0
2476,1237,Public life,2,Member,The Lord Chancellor’s Advisory Committee on Legal Education and Conduct,,1991.0,,1997.0
2476,1239,Non political,1,Non-Executive Director,Energy Saving Trust,,1991.0,,1997.0
2476,1240,Non political,1,Non-Executive Director ,Channel 4,,1991.0,,1997.0
2476,1204,Non political,1,Chief Executive,National Council for Voluntary Organisations,,1986.0,,1991.0
2476,1205,Non political,1,Visiting Fellow,Policy Studies Institute,,1984.0,,1986.0
2476,1235,Non political,1,Chief Executive,The Runnymede Trust,,1976.0,,1984.0
2476,2435,Non political,1,Conciliation Officer,Race Relations Board,,1971.0,,1976.0
2477,2565,Political,3,Freeman,Royal Borough of Kensington and Chelsea,,2010.0,,
2477,2567,Public life,2,Patron,"Action for Disability, Kensington and Chelsea",,2002.0,,
2477,2568,Public life,2,Patron,Friends of St Mary Abbots,,2002.0,,
2477,2569,Public life,2,Patron,Community Accounts,,2002.0,,
2477,2570,Public life,2,Patron,In Deep,,2002.0,,
2477,2563,Political,3,Chairman,St Mary's Hospital NHS Trust,,2000.0,,2007.0
2477,2561,Political,3,Leader,Royal Borough of Kensington and Chelsea,,1989.0,,2000.0
2477,2564,Political,3,Freeman,City of London,,1984.0,,
2483,2869,Non political,1,Hon Fellow,Wolfson College Oxford,,2004.0,,
2483,2870,Public life,2,Member,Commission for Integrated Transport,,1999.0,,2001.0
2483,2871,Public life,2,Member,Strategic Rail Authority,,1999.0,,2001.0
2483,2873,Public life,2,Chairman,Bus Appeals Body,,1998.0,,2000.0
2483,2173,Political,3,Authority Member,Thames Valley Police Authority,,1997.0,,2008.0
2483,2170,Political,3,County Councillor,Oxfordshire County Council,,1993.0,,2008.0
2483,2171,Political,3,Member,Thames Valley Police Authority,,1993.0,,1995.0
2483,2872,Public life,2,Special Advisor,Transport Select Committee HoC,,1992.0,,1997.0
2483,2868,Non political,1,Chairman,Ulsterbus,,1987.0,,1993.0
2483,2867,Non political,1,General Manager,Western Region BR,,1983.0,,1985.0
2483,2866,Non political,1,Director of Operations,British Rail,,1978.0,,1980.0
2484,4011,Public life,2,Co-chair,APPG on Democratic participation,,2015.0,,
2484,4010,Public life,2,Co-chair,Westminster Cross Party Limb Loss Group,,2012.0,,
2484,650,Non political,1,Director of Communications,British Health Trades Association,,2011.0,,
2484,652,Public life,2,Vice President,Local Government Association,,2011.0,,
2484,653,Public life,2,Co-Chair,Primary Care Diabetes Society Report on 'Keeping Patients with Diabetes out of hospital',,2011.0,,2011.0
2484,654,Public life,2,Director and Board Member,Action on Smoking and Health,,2011.0,,
2484,4008,Public life,2,Co-chair,Primary Care Diabetes Society (Assoc. of Cheif Exec. of Voluntary Organisations),,2011.0,,
2484,4009,Public life,2,Director and Trustee,Action on Smoking and Health,,2011.0,,2014.0
2484,651,Public life,2,Chair,Commission of the Big Society (Association of Chief Executives of Voluntary Organisations),,2010.0,,2011.0
2484,655,Public life,2,Advisory Board Member,"Magna Carta Institute, Brunel University",,2010.0,,
2484,648,Political,3,Chief Executive of the Party and Elections Director,Liberal Democrats,,2003.0,,2009.0
2484,649,Political,3,Director of Campaigns and Elections,Liberal Democrats,,1989.0,,2003.0
2484,4005,Political,3,Elections co-ordinator,Social & Liberal Democrats,,1988.0,,1989.0
2484,4006,Political,3,Area Agent & Parliamentary by-election campaigner,Liberal Party/Alliance,,1984.0,,1988.0
2484,4007,Political,3,Constituency Agent,Liberal Party Liverpool Edge HIll/Mossley Hill,,1982.0,,1984.0
2485,961,Public life,2,Patron ,RAAJ Radio - West Bromwich,,2011.0,,
2485,962,Public life,2,Freeman,Metropolitan Borough of Sandwell,,2009.0,,
2485,952,Political,3,Chairman,West Bromwich East Constituency Labour Party,,2007.0,,
2485,959,Public life,2,Vice-President,YMCA - West Bromwich,,2006.0,,
2485,957,Non political,1,Chairman,"Sandwell Lift Strategic Partnering Board, Sandwell PTC",,2004.0,,
2485,951,Political,3,Mayor,Sandwell Metropolitan Borough Council,,2001.0,,2002.0
2485,950,Political,3,Leader,Sandwell Metropolitan Borough Council,,1997.0,,2001.0
2485,960,Public life,2,Board Member,South Staffordshire Charitable Trust,,1997.0,,2011.0
2485,956,Non political,1,Managing Director,Sandwell Polybags Ltd,,1990.0,,2010.0
2485,963,Public life,2,Justice of the Peace,West Bromwich Branch,,1987.0,,2007.0
2485,953,Political,3,Secretary,West Bromwich Ward Branch Labour Party,,1984.0,,
2485,958,Non political,1,Board Member,Sanwell Health Authority,,1983.0,,1989.0
2485,949,Political,3,Councillor,Sandwell Metropolitan Borough Council,,1979.0,,2007.0
2485,955,Non political,1,"Deputy Head, mathematics department","Great Barr School, Birmingham",,1974.0,,1990.0
2485,954,Non political,1,Teacher,"Churchfields High School, West Bromwich",,1968.0,,1974.0
2486,4041,Public life,2,Chancellor,University of Bedforshire,,2009.0,,2014.0
2487,3007,Non political,1,Chairman,Microsoft ICOMP,,2012.0,,
2487,3009,Non political,1,Chairman,Raisin Social Ltd,,2012.0,,
2487,3029,Public life,2,Chairman,"Jubilee Centre for Character and Values, Birmingham University",,2012.0,,
2487,3004,Non political,1,Chairman,Havas Media UK,,2011.0,,
2487,3018,Non political,1,Director,The Leadership Agency,,2011.0,,2013.0
2487,3011,Non political,1,Director,St. Martin's Communications Group,,2010.0,,2014.0
2487,3019,Public life,2,High Steward (Deputy Chancellor),Cambridge University,,2010.0,,
2487,3023,Public life,2,President,British-German Association,,2010.0,,
2487,3024,Public life,2,President,The European-Atlantic Movement (TEAM),,2010.0,,
2487,3030,Public life,2,Chairman,Father Thames Trust,,2010.0,,
2487,3033,Public life,2,Commander's Grand Cross,Romania's Order of Merit,,2010.0,,
2487,3002,Non political,1,Chairman,CTN Communications,,2009.0,,
2487,3032,Public life,2,Knight's Grand Cross,Germany's Order of Merit,,2009.0,,
2487,3003,Non political,1,Non-Executive Chairman,Nexus Publishing,,2008.0,,
2487,3020,Public life,2,Honorary Fellow,"Jesus College, Cambridge",,2008.0,,
2487,3025,Public life,2,Vice President,English Speaking Union,,2008.0,,
2487,3028,Public life,2,Trustee,Richmond Museum,,2008.0,,
2487,3021,Public life,2,Chairman,The Cambridge Foundation,,2005.0,,
2487,3026,Public life,2,Patron,"Churchill Archives, Cambridge",,2005.0,,
2487,3031,Public life,2,Churchill Medal,The Churchill Foundation,,2005.0,,
2487,3005,Non political,1,Chairman,Burston Marsteller Europe,,2000.0,,2010.0
2487,3010,Non political,1,Director,Anglovision International Ltd,,2000.0,,2005.0
2487,3022,Public life,2,Chairman,Council of Commonwealth Societies,,2000.0,,2013.0
2487,3513,Public life,2,Chairman,Franco - British Society,,2000.0,,
2487,3027,Public life,2,Fellow,Royal Television Society,,1992.0,,
2487,3006,Non political,1,Head of Media,European Commission,,1979.0,,2011.0
2487,3008,Non political,1,Chairman,The Royal Television Society,,1974.0,,
2488,3641,Political,3,MEP,Cheshire West and Wirral,,1989.0,,1999.0
2488,3640,Political,3,"Chair:  Further Education, Libraries & Arts, Tourism",Cheshire County Council,,1981.0,,1990.0
2488,3643,Non political,1,Manager,North East Wales Institute Student Union,,1978.0,,1989.0
2488,3642,Non political,1,Research Officer,UMIST Union,,1975.0,,1978.0
2489,5313,Non political,1,Co-Chair,All-Party Parliamentary Group for Young People's Health,,2018.0,,
2489,5698,Non political,1,Officer,All-Party Parliamentary Group for Brest Cancer,,2018.0,,
2489,4123,Political,3,Parliamentary Delegate,Council of Europe,,2016.0,,
2489,5697,Non political,1,Vice Chair,All-Party Parliamentary Group for Cricket,,2016.0,,
2489,5700,Non political,1,Officer,All Party Parliamentary Group for Children,,2015.0,,
2489,4649,Public life,2,Honorary Doctorate,University of Birmingham,,2014.0,,
2489,799,Public life,2,Chair,National Treatment Agency,,2011.0,,
2489,2277,Public life,2,President,Brook Advisory Centres,,2008.0,,
2489,4648,Public life,2,Honorary Fellow,University of Central Lancashire,,2004.0,,
2489,2272,Non political,1,Chair,National Treatment Agency,,2001.0,,2016.0
2489,5699,Non political,1,Chair,All Party Parliamentary Group for Children,,2000.0,,2015.0
2489,794,Political,3,School Governor,,,1995.0,,2011.0
2489,2273,Non political,1,Consultant,Various Health Education Organisations,,1995.0,,2001.0
2489,798,Non political,1,Director,Family Planning Association,,1987.0,,1995.0
2489,2274,Non political,1,Director,"Young People's Programme, Health Education Council",,1985.0,,1987.0
2489,796,Non political,1,Health Education Adviser,Inner London Education Authority,,1983.0,,1985.0
2489,795,Non political,1,Senior Teacher,Walsingham School,,1981.0,,1983.0
2489,2275,Non political,1,Senior Teacher,"Schools in Africa, US and London",,1962.0,,1985.0
2490,5419,Public life,2,Chair,Howard League for Penal Reform – Commission on Crime and Problem Gambling,,2019.0,,
2490,1149,Public life,2,Member,"Independent Governance Committee, FIFA",,2012.0,,
2490,1147,Public life,2,Chairman,Access to Justice Foundation,,2008.0,,
2490,1142,Non political,1,Co-managing Partner (London),Debevoise & Plimpton LLP,,2007.0,,
2490,1141,Public life,2,Attorney General for UK and Northern Ireland,UK Government,,2001.0,,2007.0
2490,1148,Public life,2,UK Representative,EU Charter of Fundamental Rights,,1999.0,,2000.0
2490,1144,Public life,2,Chairman,Financial Reporting Review Panel,,1998.0,,2000.0
2490,1145,Public life,2,Co-Chairman,IBA Human Rights Institute,,1997.0,,2001.0
2490,1146,Public life,2,"Chairman, President",Bar Pro Bono Unit,,1996.0,,
2490,1143,Public life,2,Chairman,Bar Council,,1995.0,,1995.0
2490,1140,Non political,1,Barrister,Fountain Court Chambers,,1972.0,,2001.0
2491,2970,Non political,1,Chairman,Center for Ageing Better,,2014.0,,
2492,5770,Public life,2,Trustee,Full Fact,,2012.0,,2019.0
2492,1634,Political,3,Chair,All Party Parliamentary Group on Classical Music,,2011.0,,2019.0
2492,1638,Non political,1,Visiting Fellow,"Centre for European Studies, Harvard",,2011.0,,2011.0
2492,1659,Public life,2,President,The Sidney Nolan Trust,,2011.0,,
2492,1694,Political,3,Chair,All Party Parliamentary Group on Statistics,,2011.0,,
2492,1658,Public life,2,Trustee,Mid Wales Music Trust,,2010.0,,
2492,1656,Public life,2,President,Society of Later Life Advisers,,2009.0,,
2492,1636,Political,3,Member,All Party Parliamentary Group on Betting and Gaming,,2008.0,,
2492,1639,Non political,1,Chair,Financial Services Consumer Panel,,2008.0,,2009.0
2492,1655,Public life,2,President,British Harness Racing Club,,2008.0,,2014.0
2492,1657,Public life,2,Patron,Glasbury Arts Festival,,2008.0,,
2492,1640,Non political,1,Chair,British Greyhound Racing Board – now Greyhound Board of Great Britain,,2004.0,,2009.0
2492,1645,Non political,1,Chairman,Impower plc,,2001.0,,2003.0
2492,1632,Political,3,Chair,Social Market Foundation,,2000.0,,2010.0
2492,1631,Political,3,Member,Independent Review Panel on the Future Funding of the BBC,,1999.0,,
2492,1633,Political,3,Chair,Make Votes Count ,,1999.0,,2006.0
2492,1643,Non political,1,Board Member,Personal Investment Authority (subsumed into the FSA),,1999.0,,2001.0
2492,1644,Non political,1,Council Member,Advertising Standards Agency,,1999.0,,2005.0
2492,1629,Political,3,Member,Royal Commission on the Funding of the Long Term Care of the Elderly,,1997.0,,1999.0
2492,1630,Political,3,Member ,Independent Commission on the Voting System,,1997.0,,1998.0
2492,1637,Political,3,Chair,Fabian Society’s Executive Committe,,1983.0,,1984.0
2492,1641,Non political,1,Chair,Shadow Racing Trust,,,,
2492,1642,Non political,1,Non-Executive Director,Tote,,,,
2492,1646,Non political,1,Board Member,ITV London,,,,
2492,1653,Public life,2,Visiting Professor,Salford University,,,,
2492,1654,Public life,2,Member,Council of the Constitution Unit,,,,
2496,2929,Public life,2,Master,Clare College Cambridge,10.0,2014.0,,
2496,2928,Public life,2,Chairman of Governors,London School of Economics,,1998.0,,2007.0
2496,4569,Non political,1,Barrister,Judiciary,,1969.0,,
2501,4031,Public life,2,Patron,Opening Doors London,,2016.0,,
2501,4734,Non political,1,Development Advisor,Charity Checkout,,2014.0,,
2501,4032,Public life,2,Ambassador,Albert Kennedy Trust,,2013.0,,
2501,4028,Non political,1,Thought Leader,SeeTheDifference.org,,2010.0,,2011.0
2501,4030,Public life,2,Patron,Spare Tyre Theatre,,2010.0,,
2501,4027,Non political,1,Director,Third Sector Business (Management consulting),,2008.0,,
2501,4735,Non political,1,Director,Barker and Woodard Consulting,,2008.0,,
2501,4026,Non political,1,Regional Field Officer,Age Concern England,,1992.0,,2007.0
2501,4025,Political,3,Member,"Liberal Democrat Policy Working Group on Liberty, Social Mobility, Status of Women, Future of the Voluntary Sector",,1984.0,,2012.0
2501,4029,Non political,1,Manager Grants Unit,Age Concern England,,1984.0,,1992.0
2502,3612,Public life,2,Board Member,"Argyle Business Centre, Belfast",,2016.0,,
2502,2204,Non political,1,Trustee,Ulster Historical Society,,2010.0,,
2502,39,Non political,1,Campaign Chair,Integrated Education Fund ,,2002.0,,
2502,36,Public life,2,Member of Senate,Queen's University Belfast,,2000.0,,2007.0
2502,37,Non political,1,Trustee,Barnardos UK,,2000.0,,2009.0
2502,38,Non political,1,Chair,Barnados Northern Ireland,,2000.0,,2009.0
2502,4035,Non political,1,Chair,Early Years (Belfast),,2000.0,,2004.0
2502,1242,Non political,1,Non-Executive Director,North West Belfast Health & Social Care,,1999.0,,2003.0
2502,2203,Non political,1,Chair,Shankhill Sure Start,,1997.0,,
